,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1629,25310162,0.84,f,4,4,Centrum-West,52.37191,4.89558,Private room,2,1,1,5,$116.00,1,1125,t,3,15,40,40,163,54,4,4.57,t,3.36,,$58,$116,5%,12%,21%,$4.99,0.1095890410958904,578.2191780821918
1630,25310429,1.0,f,4,4,Centrum-West,52.37122,4.89597,Private room,2,1,1,9,$129.00,1,1125,t,5,10,31,31,204,59,5,4.68,t,4.18,,$64.5,$129,7%,19%,16%,$4.99,0.08493150684931507,646.1232876712329
1631,25330294,0.53,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,3,$186.00,7,1125,t,9,12,20,223,0,0,0,,f,,,$93,$1302,7%,21%,17%,$4.99,0.6109589041095891,938.7397260273973
1632,25331338,0.54,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,10,$229.00,7,1125,t,1,7,11,222,0,0,0,,f,,,$114.5,$1603,5%,17%,29%,$4.99,0.6082191780821918,1117.054794520548
1633,25336232,0.30999999999999994,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,12,$231.00,7,1125,t,10,16,30,224,2,2,0,5.0,f,0.22,,$115.5,$1617,9%,14%,29%,$4.99,0.6136986301369863,1077.7260273972602
1634,25338761,0.78,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,9,$218.00,7,1125,t,8,12,12,12,1,1,1,5.0,f,1.0,,$109,$1526,11%,19%,26%,$4.99,0.03287671232876712,1069.4109589041095
1635,25339698,0.5700000000000001,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,11,$242.00,7,1125,t,11,13,17,209,2,2,1,5.0,f,0.29,,$121,$1694,9%,14%,26%,$4.99,0.5726027397260274,1144.027397260274
1636,25341350,0.47,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,12,$252.00,7,1125,t,4,12,20,32,0,0,0,,f,,,$126,$1764,11%,15%,23%,$4.99,0.08767123287671233,1247.123287671233
1637,25348531,0.7000000000000001,f,1,1,Oud-Oost,52.35965,4.91302,Entire home/apt,4,2,3,10,$200.00,5,14,t,0,3,4,17,10,7,1,4.9,f,0.22,,$50,$1000,8%,20%,20%,$4.99,0.04657534246575343,1138.9041095890411
1638,25391426,0.47,f,10,10,Zuid,52.344,4.86365,Entire home/apt,2,1,1,6,$155.00,5,1125,t,6,26,50,225,16,2,0,5.0,f,0.33,,$77.5,$775,6%,19%,23%,$4.99,0.6164383561643836,908.3150684931506
1639,25409372,0.67,f,1,1,Westerpark,52.38887,4.88591,Entire home/apt,2,1,1,6,$120.00,2,30,t,0,0,0,0,11,2,2,4.9,f,0.23,,$60,$240,7%,14%,20%,$4.99,0.0,601.5753424657535
1640,25414220,0.89,f,1,1,De Baarsjes - Oud-West,52.3719,4.8728,Entire home/apt,4,3,4,14,$260.00,5,30,t,0,1,1,1,33,4,0,4.97,t,0.7,,$65,$1300,8%,13%,30%,$4.99,0.0027397260273972603,1319.4657534246576
1641,25421355,1.0,f,1,1,Geuzenveld - Slotermeer,52.37263,4.81227,Entire home/apt,4,3,4,3,$100.00,4,20,t,0,0,0,0,9,0,0,4.71,f,0.19,,$25,$400,6%,16%,21%,$4.99,0.0,500.32876712328766
1642,25435485,0.73,f,1,1,Zuid,52.35363,4.8496,Entire home/apt,3,3,2,11,$140.00,5,365,t,0,0,0,0,3,0,0,5.0,f,0.07,,$46.67,$700,6%,15%,20%,$4.99,0.0,700.0
1643,25436146,,f,1,1,Oud-Oost,52.3568,4.93252,Entire home/apt,4,3,6,10,$200.00,2,30,t,0,0,0,0,14,0,0,5.0,f,0.3,,$50,$400,6%,17%,18%,$4.99,0.0,1000.0
1644,25436200,1.0,f,1,1,De Baarsjes - Oud-West,52.3741,4.85735,Entire home/apt,4,3,3,9,$200.00,3,7,t,0,0,0,0,14,3,0,4.93,f,0.3,,$50,$600,6%,31%,25%,$4.99,0.0,1000.0
1645,25463991,0.76,f,9,9,Centrum-Oost,52.3643,4.88867,Entire home/apt,6,3,5,18,$429.00,7,1125,t,2,13,21,244,1,0,0,4.46,t,0.03,,$71.5,$3003,10%,16%,20%,$10.99,0.6684931506849315,2031.7260273972602
1646,25472002,,f,1,1,De Baarsjes - Oud-West,52.36962,4.87206,Entire home/apt,3,1,1,6,$175.00,3,1125,t,0,0,0,0,3,0,0,5.0,f,0.08,,$58.33,$525,7%,22%,22%,$4.99,0.0,875.0
1647,25500038,0.48000000000000004,f,1,1,Zuid,52.34602,4.86212,Entire home/apt,2,1,1,10,$217.00,3,6,t,12,36,65,182,20,9,0,4.74,f,0.41,,$108.5,$651,10%,28%,27%,$4.99,0.4986301369863014,991.3013698630137
1648,25735095,1.0,t,3,3,Oud-Noord,52.39242,4.92422,Entire home/apt,4,2,2,2,$50.00,7,30,t,0,0,0,0,2,0,0,4.65,f,0.04,,$12.5,$350,5%,14%,15%,$2.99,0.0,249.24657534246575
1649,25760744,0.14,f,1,1,Bos en Lommer,52.38068,4.85628,Entire home/apt,2,1,1,5,$125.00,10,16,t,1,6,6,6,16,1,0,4.75,f,0.34,,$62.5,$1250,7%,16%,16%,$4.99,0.01643835616438356,623.7671232876712
1650,25775511,0.74,f,1,1,Centrum-West,52.37468,4.87818,Private room,4,2,4,12,$294.00,2,1124,t,0,10,16,237,149,58,7,4.78,t,3.12,,$73.5,$588,12%,29%,17%,$4.99,0.6493150684931507,1884.5342465753424
1651,25802945,1.0,f,1,1,Geuzenveld - Slotermeer,52.37392,4.82181,Entire home/apt,2,1,1,7,$149.00,5,21,t,0,0,8,8,11,3,0,5.0,f,0.23,,$74.5,$745,6%,13%,16%,$4.99,0.021917808219178082,745.013698630137
1652,25818312,0.4000000000000001,f,1,1,Centrum-Oost,52.36393,4.88797,Entire home/apt,4,2,2,12,$250.00,4,1124,t,3,6,6,6,21,0,0,4.85,f,0.43,,$62.5,$1000,10%,20%,22%,$4.99,0.01643835616438356,1250.0
1653,25853345,,f,2,2,Oud-Noord,52.39106,4.93726,Entire home/apt,4,3,4,9,$259.00,7,21,t,0,0,0,0,2,0,0,3.5,f,0.04,,$64.75,$1813,14%,30%,31%,$4.99,0.0,1295.0
1654,25898486,0.8600000000000001,t,2,2,Centrum-Oost,52.36169,4.90545,Entire home/apt,4,2,3,10,$250.00,3,365,t,0,3,6,181,76,18,2,4.88,t,1.6,,$62.5,$750,10%,13%,26%,$4.99,0.4958904109589041,1219.890410958904
1655,25902355,1.0,t,1,1,De Baarsjes - Oud-West,52.36827,4.86519,Private room,2,1,1,4,$120.00,4,9,t,6,18,46,46,146,35,5,4.97,t,3.01,,$60,$480,5%,16%,18%,$4.99,0.12602739726027398,600.0
1656,25960980,1.0,t,1,1,Oud-Noord,52.40044,4.90055,Private room,2,1,1,8,$187.00,2,1125,t,15,28,51,319,122,42,1,4.91,f,2.52,,$93.5,$374,6%,22%,24%,$4.99,0.873972602739726,1041.5068493150684
1657,25968358,0.6100000000000001,f,1,1,De Pijp - Rivierenbuurt,52.35685,4.89652,Private room,2,1,2,5,$96.00,4,4,t,8,8,8,8,154,16,2,4.84,f,3.27,,$48,$384,5%,12%,15%,$4.99,0.021917808219178082,523.8493150684932
1658,25975448,0.73,f,2,2,Centrum-West,52.37859,4.89613,Private room,4,2,2,12,$285.00,1,365,t,1,12,31,131,91,45,1,4.38,t,1.92,,$71.25,$285,11%,17%,31%,$4.99,0.3589041095890411,1822.849315068493
1659,25994034,0.89,t,1,1,Centrum-West,52.37894,4.88327,Entire home/apt,2,1,1,12,$185.00,5,21,t,0,1,1,1,32,11,0,4.88,f,0.67,,$92.5,$925,8%,18%,23%,$4.99,0.0027397260273972603,978.8356164383562
1660,26000168,0.0,f,1,1,Zuid,52.35555,4.85095,Entire home/apt,7,5,6,20,$450.00,4,1125,t,0,0,0,36,6,0,0,4.109999999999999,t,0.12,,$64.29,$1800,11%,15%,25%,$10.99,0.09863013698630137,2250.0
1661,26003691,0.8,f,1,1,Bos en Lommer,52.37938,4.84683,Entire home/apt,4,2,2,11,$200.00,4,25,t,0,11,11,11,19,4,1,5.0,f,0.4,,$50,$800,10%,18%,17%,$4.99,0.030136986301369864,1000.0
1662,26029298,1.0,t,1,1,De Baarsjes - Oud-West,52.3671,4.87643,Entire home/apt,2,1,2,1,$140.00,3,30,t,1,3,10,10,152,20,2,4.97,t,3.18,,$70,$420,5%,14%,21%,$4.99,0.0273972602739726,700.0
1663,26035980,1.0,t,2,2,Bijlmer-Centrum,52.31818,4.95891,Private room,2,1,1,6,$52.00,1,7,t,0,1,7,14,239,73,5,4.7,t,4.94,,$26,$52,6%,8%,16%,$2.99,0.038356164383561646,243.5068493150685
1664,26061816,0.19,f,1,1,Zuid,52.35415,4.85285,Entire home/apt,2,1,2,3,$114.00,8,30,t,0,0,0,0,1,0,0,5.0,f,0.02,,$57,$912,7%,16%,18%,$4.99,0.0,571.3698630136986
1665,26071272,0.18999999999999995,f,10,10,Zuid,52.3452,4.86311,Private room,1,1,1,5,$89.00,7,1125,t,13,43,73,157,2,2,2,5.0,f,2.0,,$89,$623,6%,10%,17%,$4.99,0.4301369863013699,408.3835616438356
1666,26079314,1.0,f,1,1,IJburg - Zeeburgereiland,52.37474,4.96548,Entire home/apt,3,2,2,1,$119.00,3,1125,t,0,0,0,0,22,1,0,4.86,f,0.46,,$39.67,$357,9%,17%,17%,$4.99,0.0,596.3698630136986
1667,26099020,,f,1,1,Westerpark,52.38588,4.87574,Entire home/apt,2,1,1,11,$90.00,3,7,t,0,0,0,0,1,0,0,5.0,t,0.05,,$45,$270,7%,12%,16%,$4.99,0.0,450.0
1668,26105238,0.55,f,2,2,Zuid,52.35,4.86278,Entire home/apt,2,1,1,2,$115.00,3,1125,t,3,4,4,4,10,2,0,4.7,f,0.21,,$57.5,$345,7%,14%,16%,$4.99,0.010958904109589041,593.6986301369863
1669,26111547,1.0,f,1,1,De Baarsjes - Oud-West,52.36076,4.85715,Entire home/apt,2,1,1,8,$155.00,3,90,t,0,5,13,13,44,1,0,4.91,f,0.91,,$77.5,$465,8%,17%,22%,$4.99,0.03561643835616438,786.2876712328767
1670,26114217,1.0,f,1,1,De Baarsjes - Oud-West,52.36722,4.85443,Entire home/apt,2,1,1,1,$69.00,3,1125,t,0,1,23,23,17,3,0,4.77,f,0.36,,$34.5,$207,7%,14%,15%,$2.99,0.06301369863013699,681.4931506849315
1671,26116665,0.24,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36399,4.93729,Entire home/apt,2,1,1,4,$125.00,7,30,t,3,3,3,3,4,2,0,5.0,f,0.09,,$62.5,$875,7%,9%,17%,$4.99,0.00821917808219178,625.0
1672,26139659,0.5,f,1,1,Westerpark,52.38635,4.88071,Entire home/apt,2,1,1,6,$135.00,3,90,t,0,0,0,0,19,1,0,4.89,f,0.4,,$67.5,$405,9%,14%,18%,$4.99,0.0,675.0
1673,26147088,,f,1,1,Bijlmer-Centrum,52.32061,4.94373,Entire home/apt,4,2,2,5,$99.00,7,14,t,0,0,0,0,3,0,0,4.33,t,0.07,,$24.75,$693,5%,12%,16%,$4.99,0.0,495.0
1674,26160300,0.0,f,1,1,Centrum-Oost,52.36313,4.90641,Entire home/apt,4,4,4,13,$375.00,6,21,t,0,0,17,17,10,2,1,4.6,f,0.21,,$93.75,$2250,17%,33%,25%,$4.99,0.04657534246575343,1875.0
1675,26162908,,f,1,1,Buitenveldert - Zuidas,52.33318,4.87411,Entire home/apt,4,3,6,11,$250.00,5,1125,t,0,0,0,0,8,0,0,4.88,f,0.17,,$62.5,$1250,8%,25%,15%,$4.99,0.0,1250.0
1676,26185801,0.0,f,11,11,Centrum-Oost,52.36418,4.88352,Entire home/apt,4,2,2,12,$429.00,3,365,t,2,10,15,239,12,10,2,4.430000000000001,t,0.25,,$107.25,$1287,6%,22%,22%,$10.99,0.6547945205479452,2152.3835616438355
1677,26215451,0.6,f,1,1,Gaasperdam - Driemond,52.29158,4.99088,Entire home/apt,4,1,3,9,$169.00,3,30,t,0,19,19,19,11,2,1,4.64,f,0.23,,$42.25,$507,7%,25%,20%,$4.99,0.052054794520547946,851.7808219178082
1678,26248015,,f,1,1,De Pijp - Rivierenbuurt,52.35489,4.88946,Entire home/apt,4,2,2,9,$185.00,3,1125,t,0,0,0,0,13,0,0,5.0,f,0.28,,$46.25,$555,9%,13%,19%,$4.99,0.0,925.0
1679,26265461,0.15000000000000002,f,1,1,De Pijp - Rivierenbuurt,52.35472,4.88839,Entire home/apt,2,1,1,11,$143.00,3,14,t,0,1,4,62,12,3,1,5.0,f,0.25,,$71.5,$429,5%,5%,17%,$4.99,0.16986301369863013,715.7534246575342
1680,26271194,0.37,f,1,1,Oud-Oost,52.36495,4.93107,Entire home/apt,2,1,1,12,$217.00,3,1125,t,4,4,4,13,17,5,1,4.94,f,0.36,,$108.5,$651,11%,26%,25%,$4.99,0.03561643835616438,937.013698630137
1681,26275584,,f,1,1,Westerpark,52.3822,4.87163,Entire home/apt,2,1,3,1,$100.00,5,10,t,0,0,0,0,8,0,0,4.63,f,0.17,,$50,$500,7%,18%,18%,$4.99,0.0,500.0
1682,26290393,,f,1,1,Bos en Lommer,52.37822,4.85454,Entire home/apt,2,1,1,9,$99.00,5,5,t,0,0,0,0,12,0,0,5.0,f,0.27,,$49.5,$495,5%,10%,14%,$4.99,0.0,495.0
1683,26292322,0.5,f,1,1,IJburg - Zeeburgereiland,52.37375,4.96838,Entire home/apt,4,2,1,2,$125.00,4,1125,t,0,0,0,0,12,0,0,4.92,f,0.26,,$31.25,$500,6%,14%,16%,$4.99,0.0,625.0
1684,26294197,0.5,f,1,1,De Baarsjes - Oud-West,52.36294,4.86702,Entire home/apt,2,1,1,7,$155.00,2,7,t,1,6,8,8,16,1,1,4.94,f,0.34,,$77.5,$310,7%,16%,17%,$4.99,0.021917808219178082,789.3835616438356
1685,26312125,0.35,f,1,1,Oud-Noord,52.3923,4.93214,Entire home/apt,5,3,5,7,$190.00,4,14,t,0,2,2,62,4,1,0,5.0,f,0.09,,$38,$760,7%,17%,21%,$4.99,0.16986301369863013,950.0
1686,26312130,1.0,f,1,1,Oud-Oost,52.36013,4.92895,Entire home/apt,2,1,1,10,$133.00,7,12,t,0,0,0,0,18,1,0,5.0,f,0.38,,$66.5,$931,6%,13%,17%,$4.99,0.0,619.4383561643835
1687,26314462,0.62,f,2,2,Oud-Noord,52.40035,4.91375,Entire home/apt,4,2,2,3,$123.00,4,1125,t,0,0,0,0,9,0,0,4.56,f,0.19,,$30.75,$492,7%,17%,15%,$4.99,0.0,614.2465753424658
1688,26329643,1.0,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36003,4.9345,Entire home/apt,2,1,1,7,$150.00,3,1125,t,1,1,1,1,14,3,1,4.93,t,0.29,,$75,$450,7%,20%,18%,$4.99,0.0027397260273972603,705.3424657534247
1689,26383495,0.6200000000000001,f,1,1,De Pijp - Rivierenbuurt,52.34488,4.90222,Entire home/apt,4,3,5,13,$250.00,3,1125,t,0,0,0,1,23,3,3,4.91,f,0.5,,$62.5,$750,11%,25%,27%,$4.99,0.0027397260273972603,1250.0
1690,26431371,0.76,t,2,2,Centrum-West,52.36965,4.89214,Entire home/apt,5,3,3,18,$417.00,2,1125,t,4,19,26,26,46,10,0,4.48,t,0.97,,$83.4,$834,9%,28%,32%,$10.99,0.07123287671232877,2307.123287671233
1691,26465711,0.2,f,1,1,Watergraafsmeer,52.35339,4.93679,Entire home/apt,4,3,3,1,$75.00,84,1125,t,0,0,0,62,17,0,0,5.0,f,0.37,,$18.75,$6300,6%,12%,17%,$4.99,0.16986301369863013,375.0
1692,26489486,0.29,f,1,1,De Baarsjes - Oud-West,52.36181,4.86539,Entire home/apt,2,1,1,3,$81.00,1,1125,t,7,17,25,34,22,2,1,4.95,f,0.46,,$40.5,$81,4%,11%,17%,$4.99,0.09315068493150686,548.9041095890411
1693,26489604,0.17,f,1,1,Zuid,52.35777,4.8518,Entire home/apt,4,3,4,9,$250.00,4,30,t,4,4,4,52,10,3,2,5.0,f,0.23,,$62.5,$1000,16%,28%,23%,$4.99,0.14246575342465753,1250.0
1694,26515155,1.0,f,2,2,Centrum-Oost,52.36241,4.88701,Private room,4,1,4,2,$97.00,1,1125,t,0,1,9,18,3,1,0,4.67,f,0.06,,$24.25,$97,5%,12%,17%,$4.99,0.049315068493150684,626.8904109589041
1695,26516140,0.37,f,1,1,De Pijp - Rivierenbuurt,52.35289,4.90798,Private room,2,1,2,10,$145.00,3,1125,t,7,20,37,126,27,16,6,4.96,f,0.6,,$72.5,$435,9%,14%,18%,$4.99,0.3452054794520548,736.7808219178082
1696,26519263,0.5,f,1,1,De Baarsjes - Oud-West,52.3747,4.864,Entire home/apt,2,1,1,2,$90.00,5,1125,t,0,0,0,0,10,1,0,5.0,f,0.21,,$45,$450,4%,11%,15%,$4.99,0.0,450.09589041095893
1697,26551134,1.0,f,1,1,Bos en Lommer,52.38455,4.85246,Entire home/apt,2,1,1,5,$106.00,3,8,t,0,0,0,0,4,1,1,5.0,f,0.08,,$53,$318,6%,12%,18%,$4.99,0.0,530.0
1698,26593646,0.5,f,0,0,Slotervaart,52.35377838659484,4.836142373146458,Entire home/apt,2,2,1,9,$149.00,5,1125,t,0,12,22,22,0,0,0,,f,,,$74.5,$745,6%,11%,17%,$4.99,0.06027397260273973,745.2328767123288
1699,26597244,0.71,f,1,1,Oud-Oost,52.35728,4.93247,Entire home/apt,4,3,4,17,$396.00,5,30,t,0,9,9,69,9,2,0,4.89,f,0.2,,$99,$1980,9%,24%,22%,$4.99,0.18904109589041096,1423.5616438356165
1700,26625840,0.5700000000000001,f,1,1,Oud-Oost,52.35281,4.91321,Entire home/apt,2,1,1,4,$185.00,4,60,t,5,6,6,6,9,1,0,5.0,f,0.19,,$92.5,$740,9%,16%,22%,$4.99,0.01643835616438356,964.3424657534247
1701,26728654,1.0,f,1,1,De Pijp - Rivierenbuurt,52.35665,4.88819,Entire home/apt,2,1,1,13,$192.00,3,1125,t,0,0,0,0,6,0,0,4.8,t,0.13,,$96,$576,9%,19%,16%,$4.99,0.0,962.0958904109589
1702,26728984,0.75,t,2,2,Centrum-Oost,52.3673,4.90155,Private room,2,1,1,5,$189.00,1,365,t,1,4,9,227,62,6,0,4.89,t,1.42,,$94.5,$189,7%,22%,16%,$4.99,0.6219178082191781,1073.6575342465753
1703,26736625,1.0,t,1,1,Noord-West,52.41237,4.88696,Private room,2,1,1,5,$86.00,2,45,t,1,10,20,198,198,52,6,4.85,t,4.18,,$43,$172,7%,11%,16%,$4.99,0.5424657534246575,444.17808219178085
1704,26744310,1.0,t,4,4,De Baarsjes - Oud-West,52.35907,4.84999,Entire home/apt,2,2,2,11,$160.00,4,13,t,2,2,2,2,33,22,1,4.78,t,0.71,,$80,$640,8%,18%,20%,$4.99,0.005479452054794521,795.082191780822
1705,26744905,0.5,f,0,0,Westerpark,52.39062,4.88676,Entire home/apt,2,1,1,7,$100.00,7,1125,t,0,0,0,0,20,1,0,4.8,f,0.43,,$50,$700,6%,18%,20%,$4.99,0.0,500.0
1706,26744928,,f,1,1,Zuid,52.35382,4.86792,Entire home/apt,4,2,4,15,$350.00,3,1125,t,0,0,0,0,6,0,0,5.0,f,0.13,,$87.5,$1050,11%,9%,21%,$4.99,0.0,1750.0
1707,26766473,1.0,f,1,1,De Pijp - Rivierenbuurt,52.35015,4.88745,Entire home/apt,5,3,3,5,$200.00,3,220,t,0,0,0,0,4,0,0,4.25,t,0.09,,$40,$600,12%,19%,18%,$4.99,0.0,1000.0
1708,26781097,0.71,f,2,2,Centrum-Oost,52.36384,4.90131,Private room,2,1,1,3,$81.00,3,1125,t,3,5,10,219,119,49,6,4.89,t,2.53,,$40.5,$243,7%,6%,15%,$4.99,0.6,429.3835616438356
1709,26781206,,f,1,1,De Baarsjes - Oud-West,52.37387,4.86441,Entire home/apt,2,1,1,9,$95.00,3,7,t,0,0,0,0,8,0,0,5.0,f,0.17,,$47.5,$285,6%,10%,13%,$4.99,0.0,475.0
1710,26793214,0.75,f,1,1,De Pijp - Rivierenbuurt,52.34181,4.89459,Entire home/apt,4,2,4,11,$214.00,2,1125,t,0,0,0,0,14,0,0,5.0,f,0.3,,$53.5,$428,9%,18%,19%,$4.99,0.0,1067.6575342465753
1711,26794556,0.86,f,2,2,Centrum-Oost,52.36123,4.8953,Private room,2,1,1,3,$221.00,2,90,t,10,40,70,195,16,1,1,3.94,f,0.38,,$110.5,$442,7%,17%,21%,$4.99,0.5342465753424658,1322.0821917808219
1712,26794663,0.86,f,2,2,Centrum-Oost,52.36104,4.89526,Private room,2,2,1,7,$233.00,2,180,t,9,30,56,181,37,35,2,4.49,f,0.95,,$116.5,$466,10%,18%,28%,$4.99,0.4958904109589041,1229.2465753424658
1713,26829033,0.93,t,2,2,Centrum-Oost,52.36624,4.90245,Entire home/apt,6,3,5,13,$319.00,3,30,t,0,10,15,15,17,4,1,4.88,t,0.36,,$53.17,$957,11%,23%,17%,$4.99,0.0410958904109589,1595.0
1714,26832364,1.0,f,1,1,De Baarsjes - Oud-West,52.36084,4.86549,Entire home/apt,2,1,1,9,$250.00,25,30,t,1,1,1,1,10,4,1,5.0,t,0.22,,$125,$6250,12%,27%,20%,$4.99,0.0027397260273972603,1250.0
1715,26838436,0.54,f,1,1,De Pijp - Rivierenbuurt,52.35361,4.90424,Entire home/apt,2,1,1,5,$230.00,3,3,t,0,0,0,0,16,3,1,4.88,f,0.34,,$115,$690,9%,18%,26%,$4.99,0.0,1150.890410958904
1716,26842663,,f,1,1,Gaasperdam - Driemond,52.30787,5.01839,Entire home/apt,4,4,4,12,$294.00,4,21,t,0,0,0,0,2,0,0,5.0,t,0.04,,$73.5,$1176,14%,26%,32%,$4.99,0.0,1470.0
1717,26854143,0.5800000000000001,f,1,1,Oud-Noord,52.39905,4.92058,Entire home/apt,5,2,5,1,$195.00,7,14,t,0,7,7,7,3,2,1,5.0,t,0.06,,$39,$1365,7%,20%,22%,$4.99,0.019178082191780823,975.0
1718,26869538,1.0,f,1,1,De Baarsjes - Oud-West,52.37097,4.86825,Entire home/apt,2,1,1,11,$120.00,3,1125,t,0,0,0,0,12,0,0,4.83,f,0.26,,$60,$360,7%,14%,18%,$4.99,0.0,600.0
1719,26879765,,f,1,1,De Baarsjes - Oud-West,52.36287,4.86486,Entire home/apt,2,1,1,9,$121.00,3,1125,t,0,0,0,0,13,0,0,5.0,f,0.28,,$60.5,$363,7%,20%,15%,$4.99,0.0,605.0
1720,26907262,,f,1,1,De Pijp - Rivierenbuurt,52.34387,4.89191,Entire home/apt,4,2,3,11,$160.00,3,28,t,0,0,0,0,10,0,0,5.0,t,0.22,,$40,$480,7%,15%,20%,$4.99,0.0,800.0
1721,26936908,0.5700000000000001,f,1,1,De Pijp - Rivierenbuurt,52.35032,4.89049,Entire home/apt,2,1,1,8,$146.00,4,4,t,0,0,0,60,24,7,0,5.0,f,0.51,,$73,$584,6%,15%,18%,$4.99,0.1643835616438356,732.1232876712329
1722,26985641,0.57,f,1,1,Centrum-West,52.36914,4.87861,Entire home/apt,2,1,1,15,$222.00,3,3,t,0,0,0,0,29,5,2,4.97,f,0.66,,$111,$666,11%,26%,25%,$4.99,0.0,1036.164383561644
1723,27004085,0.79,f,2,2,Watergraafsmeer,52.34426,4.92383,Entire home/apt,4,3,2,6,$265.00,5,1125,t,8,13,23,38,0,0,0,,f,,,$66.25,$1325,8%,23%,29%,$4.99,0.10410958904109589,1326.6164383561643
1724,27020496,,f,3,3,Oud-Noord,52.38522,4.91178,Entire home/apt,6,3,2,9,$240.00,3,18,t,0,0,0,0,5,0,0,4.6,f,0.11,,$40,$720,9%,13%,18%,$4.99,0.0,1200.0
1725,27024242,0.88,t,2,2,Zuid,52.3527,4.86091,Private room,4,2,3,13,$254.00,4,30,t,5,10,10,165,54,16,2,4.81,f,1.2,,$63.5,$1016,11%,31%,28%,$4.99,0.4520547945205479,1033.150684931507
1726,27051213,0.81,f,7,7,Zuid,52.3565,4.87368,Entire home/apt,4,2,2,13,$299.00,4,90,t,0,0,0,0,11,2,0,4.7,t,0.24,,$74.75,$1196,8%,32%,13%,$4.99,0.0,1706.5753424657535
1727,27058302,0.67,f,1,1,IJburg - Zeeburgereiland,52.36311,4.9898,Entire home/apt,4,2,2,11,$235.00,3,14,t,0,0,0,23,7,0,0,5.0,f,0.18,,$58.75,$705,9%,13%,22%,$4.99,0.06301369863013699,1182.2739726027398
1728,27061787,1.0,t,1,1,Westerpark,52.38172,4.87811,Entire home/apt,2,1,1,5,$85.00,3,1125,t,0,0,0,0,10,5,0,4.9,f,0.22,,$42.5,$255,7%,9%,15%,$4.99,0.0,527.3150684931506
1729,27127011,0.27,f,1,1,De Baarsjes - Oud-West,52.36145,4.87516,Entire home/apt,4,4,4,13,$429.00,4,1125,t,0,2,6,6,8,3,0,4.88,t,0.17,,$107.25,$1716,11%,14%,20%,$10.99,0.01643835616438356,2142.4657534246576
1730,27160776,0.10000000000000003,f,1,1,Centrum-Oost,52.3669,4.92669,Entire home/apt,2,2,2,11,$180.00,3,10,t,0,1,1,63,18,5,0,4.39,f,0.39,,$90,$540,9%,21%,21%,$4.99,0.1726027397260274,934.3835616438356
1731,27179290,0.67,f,2,2,Oud-Oost,52.3587,4.92307,Entire home/apt,2,1,1,7,$89.00,4,21,t,0,0,0,0,2,0,0,5.0,f,0.04,,$44.5,$356,6%,13%,15%,$4.99,0.0,445.0
1732,27184333,0.8399999999999999,t,1,1,Centrum-West,52.37032,4.88215,Entire home/apt,2,1,2,9,$200.00,4,1125,t,1,5,5,133,70,18,2,4.96,t,1.52,,$100,$800,8%,18%,27%,$4.99,0.3643835616438356,1012.5753424657535
1733,27221235,0.71,f,1,1,Noord-Oost,52.39078,4.9519,Entire home/apt,4,2,3,3,$209.00,4,1125,t,0,2,2,2,17,1,1,4.82,f,0.36,,$52.25,$836,12%,20%,26%,$4.99,0.005479452054794521,1068.6301369863013
1734,27239002,0.4700000000000001,f,1,1,De Pijp - Rivierenbuurt,52.35244,4.89036,Entire home/apt,2,1,1,5,$126.00,4,1125,t,0,0,0,0,21,5,1,4.86,f,0.45,,$63,$504,5%,23%,18%,$4.99,0.0,630.917808219178
1735,27319090,,f,1,1,Noord-West,52.42075,4.89596,Entire home/apt,4,3,3,2,$155.00,5,14,t,0,0,0,0,2,0,0,5.0,t,0.04,,$38.75,$775,8%,19%,18%,$4.99,0.0,775.0
1736,27348973,1.0,f,1,1,Oud-Oost,52.35663,4.92413,Entire home/apt,4,2,2,10,$225.00,5,21,t,0,0,0,0,6,0,0,4.8,f,0.13,,$56.25,$1125,5%,20%,25%,$4.99,0.0,1125.0
1737,27362571,0.67,f,2,2,Bos en Lommer,52.38273,4.85468,Entire home/apt,3,2,2,12,$120.00,4,100,t,0,0,0,0,10,1,0,4.67,f,0.22,,$40,$480,6%,14%,15%,$4.99,0.0,600.0410958904109
1738,27379405,1.0,f,1,1,De Baarsjes - Oud-West,52.36616,4.86215,Entire home/apt,4,2,3,5,$150.00,3,28,t,0,0,0,0,4,1,0,5.0,f,0.11,,$37.5,$450,8%,17%,23%,$4.99,0.0,750.0
