,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
309,2853285,1.0,f,20,20,De Baarsjes - Oud-West,52.36491,4.86102,Private room,2,1,2,5,$133.00,1,1125,t,3,13,33,306,103,66,2,4.58,t,1.05,,$66.5,$133,6%,5%,18%,$4.99,0.8383561643835616,1221.7534246575342
310,2861667,1.0,f,20,20,De Baarsjes - Oud-West,52.36714,4.86019,Private room,2,1,2,3,$138.00,1,1125,t,9,25,54,329,164,134,9,4.59,t,1.66,,$69,$138,6%,11%,18%,$4.99,0.9013698630136986,1318.3287671232877
311,2892186,0.8,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36307,4.94322,Entire home/apt,2,1,1,7,$165.00,3,28,t,0,0,0,0,30,3,2,4.89,f,0.31,,$82.5,$495,7%,18%,20%,$4.99,0.0,825.0
312,2902819,0.71,f,1,1,Centrum-Oost,52.37067,4.90373,Entire home/apt,2,1,1,13,$260.00,3,30,t,0,0,0,46,96,4,0,4.97,f,1.02,,$130,$780,13%,13%,16%,$4.99,0.12602739726027398,1300.0
313,2912309,0.78,f,1,1,De Pijp - Rivierenbuurt,52.35326,4.90668,Entire home/apt,4,2,2,8,$200.00,3,30,t,0,1,5,20,38,0,0,4.95,f,0.39,,$50,$600,12%,22%,27%,$4.99,0.0547945205479452,1198.0821917808219
314,2921938,0.38,f,1,1,De Baarsjes - Oud-West,52.36492,4.85908,Entire home/apt,3,3,4,5,$170.00,4,1125,t,3,3,3,38,11,3,0,4.91,f,0.11,,$56.67,$680,9%,14%,14%,$4.99,0.10410958904109589,992.8767123287671
315,2955804,0.75,f,2,2,Westerpark,52.37486,4.87437,Entire home/apt,2,1,1,4,$155.00,3,28,t,0,0,0,0,53,0,0,4.8,t,0.6,,$77.5,$465,9%,19%,21%,$4.99,0.0,775.0
316,2956140,0.52,f,1,1,De Pijp - Rivierenbuurt,52.35593,4.90072,Private room,2,1,1,7,$125.00,3,14,t,7,10,25,278,327,17,2,4.79,f,3.33,,$62.5,$375,5%,14%,19%,$4.99,0.7616438356164383,625.0
317,2965812,0.5,f,1,1,IJburg - Zeeburgereiland,52.36091,4.97497,Entire home/apt,4,2,2,4,$160.00,5,5,t,4,5,7,177,43,3,1,4.95,f,0.55,,$40,$800,8%,20%,15%,$4.99,0.4849315068493151,800.0
318,2977065,0.16999999999999998,f,0,0,Centrum-West,52.37615,4.89001,Entire home/apt,2,1,1,25,$700.00,3,21,t,0,0,0,0,61,10,1,4.7,t,0.63,,$350,$2100,8%,14%,27%,$10.99,0.0,3500.0
319,2981842,1.0,f,20,20,De Baarsjes - Oud-West,52.36623,4.85891,Private room,2,1,1,9,$212.00,1,1125,t,12,35,59,329,16,11,0,4.56,t,0.17,,$106,$212,8%,21%,21%,$4.99,0.9013698630136986,1847.123287671233
320,2981853,1.0,f,20,20,De Baarsjes - Oud-West,52.36689,4.85891,Private room,2,1,2,10,$139.00,1,99,t,8,19,39,301,19,11,0,4.63,t,0.2,,$69.5,$139,7%,16%,15%,$4.99,0.8246575342465754,1260.013698630137
321,2981861,1.0,f,20,20,De Baarsjes - Oud-West,52.36568,4.85883,Private room,2,1,1,10,$128.00,1,1125,t,7,28,51,320,68,62,1,4.56,t,0.71,,$64,$128,7%,9%,15%,$4.99,0.8767123287671232,1221.7534246575342
322,2981875,1.0,f,20,20,De Baarsjes - Oud-West,52.36519,4.86058,Private room,2,1,1,5,$190.00,1,1125,t,7,33,58,333,43,14,0,4.4,t,0.44,,$95,$190,8%,21%,20%,$4.99,0.9123287671232877,1620.945205479452
323,2984018,1.0,f,20,20,De Baarsjes - Oud-West,52.36556,4.85867,Private room,2,1,1,2,$138.00,1,1125,t,5,27,51,326,17,14,0,4.4,t,0.17,,$69,$138,5%,16%,14%,$4.99,0.8931506849315068,1318.3287671232877
324,2985952,0.17,f,1,1,Oud-Oost,52.35507,4.9114,Entire home/apt,2,1,1,4,$99.00,5,30,t,1,1,1,156,36,0,0,4.88,f,0.37,,$49.5,$495,4%,9%,16%,$4.99,0.4273972602739726,495.0
325,3004400,0.0,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36324,4.93476,Entire home/apt,4,3,3,14,$250.00,3,28,t,0,0,0,66,36,0,0,4.94,f,0.37,,$62.5,$750,10%,16%,23%,$4.99,0.18082191780821918,1250.0
326,3036290,0.33,f,2,2,Westerpark,52.3852,4.87848,Private room,1,1,1,3,$60.00,20,1125,t,11,12,14,289,135,1,0,4.22,f,1.39,,$60,$1200,3%,8%,17%,$2.99,0.7917808219178082,300.0
327,3040900,1.0,f,1,1,De Baarsjes - Oud-West,52.3705,4.86328,Entire home/apt,2,2,3,5,$130.00,3,30,t,0,0,0,0,42,2,0,4.86,f,0.44,,$65,$390,7%,15%,19%,$4.99,0.0,650.0
328,3045003,,f,1,1,Oud-Noord,52.38537,4.91155,Entire home/apt,4,3,4,10,$175.00,3,21,t,0,0,0,0,6,0,0,4.6,f,0.07,,$43.75,$525,8%,17%,21%,$4.99,0.0,875.0
329,3048137,1.0,f,1,1,Westerpark,52.37234,4.8673,Entire home/apt,2,1,1,5,$80.00,3,60,t,0,0,0,0,12,1,0,4.67,f,0.12,,$40,$240,5%,11%,18%,$4.99,0.0,448.9178082191781
330,3096518,0.88,f,1,1,De Baarsjes - Oud-West,52.36695,4.87465,Entire home/apt,4,2,3,17,$425.00,1,30,t,0,9,12,12,16,4,0,4.390000000000001,t,0.22,,$106.25,$425,10%,30%,15%,$10.99,0.03287671232876712,2123.931506849315
331,3099026,0.8499999999999999,t,1,1,Centrum-Oost,52.364777,4.908362,Private room,2,1,1,6,$110.00,3,1125,t,2,5,8,249,491,43,9,4.91,f,5.03,,$55,$330,6%,14%,18%,$4.99,0.6821917808219178,550.0
332,3099266,,f,1,1,IJburg - Zeeburgereiland,52.35227,5.00066,Entire home/apt,4,2,2,5,$135.00,3,21,t,0,0,0,0,76,0,0,4.86,f,0.78,,$33.75,$405,5%,16%,15%,$4.99,0.0,675.0
333,3111787,0.7799999999999999,t,1,1,Centrum-West,52.3765,4.88313,Private room,2,1,1,6,$120.00,3,1125,t,2,2,6,155,259,13,1,4.85,f,2.66,,$60,$360,7%,16%,17%,$4.99,0.4246575342465753,604.8082191780821
334,3113368,0.88,f,1,1,Oud-Noord,52.39246,4.93268,Entire home/apt,4,2,2,8,$175.00,3,21,t,0,8,23,23,25,3,0,4.92,f,0.26,,$43.75,$525,7%,10%,19%,$4.99,0.06301369863013699,924.3150684931506
335,3120537,1.0,f,20,20,De Baarsjes - Oud-West,52.36737,4.86018,Private room,2,1,1,5,$134.00,1,1125,t,4,16,38,305,27,23,1,4.63,t,0.3,,$67,$134,5%,14%,15%,$4.99,0.8356164383561644,1260.013698630137
336,3121979,,f,1,1,Slotervaart,52.36101,4.82224,Entire home/apt,4,5,4,7,$125.00,2,1125,t,0,0,0,0,1,0,0,5.0,f,0.03,,$31.25,$250,6%,13%,15%,$4.99,0.0,625.0
337,3138594,0.89,f,1,1,De Baarsjes - Oud-West,52.36998,4.87264,Entire home/apt,4,2,3,8,$200.00,3,15,t,1,5,5,5,34,3,0,4.85,f,0.35,,$50,$600,9%,13%,23%,$4.99,0.0136986301369863,1000.0
338,3163509,0.32000000000000006,f,2,2,Centrum-Oost,52.36029,4.90464,Entire home/apt,2,2,3,1,$175.00,3,20,t,0,0,0,0,42,1,1,4.95,f,0.44,,$87.5,$525,9%,11%,14%,$4.99,0.0,875.0
339,3172327,0.2,f,1,1,Oud-Oost,52.35746,4.92205,Entire home/apt,4,3,4,7,$140.00,5,28,t,0,0,0,140,19,0,0,4.95,f,0.27,,$35,$700,7%,20%,16%,$4.99,0.3835616438356164,700.0
340,3174322,0.43999999999999995,f,1,1,Centrum-West,52.37867,4.88561,Entire home/apt,4,2,2,16,$450.00,5,21,t,0,1,1,7,26,3,1,4.62,f,0.29,,$112.5,$2250,12%,26%,26%,$10.99,0.019178082191780823,2250.0
341,3180371,,f,1,1,Centrum-Oost,52.36182,4.90581,Entire home/apt,2,2,3,8,$149.00,5,1125,t,0,0,0,0,23,0,0,4.77,f,0.24,,$74.5,$745,8%,16%,18%,$4.99,0.0,745.0
342,3194778,1.0,t,3,3,Westerpark,52.37351,4.87087,Entire home/apt,4,2,5,11,$250.00,4,180,t,0,0,0,0,201,1,0,4.8,f,2.42,,$62.5,$1000,10%,25%,23%,$4.99,0.0,1250.958904109589
343,3203283,,f,0,0,Centrum-Oost,52.36302,4.90532,Entire home/apt,4,2,2,10,$225.00,5,30,t,0,0,0,0,10,0,0,5.0,f,0.1,,$56.25,$1125,12%,18%,23%,$4.99,0.0,1125.0
344,3206158,0.6,f,1,1,Geuzenveld - Slotermeer,52.37746,4.83598,Entire home/apt,4,3,3,13,$249.00,3,1125,t,0,0,0,0,41,0,0,4.83,f,0.43,,$62.25,$747,6%,19%,26%,$4.99,0.0,1245.0
345,3209240,0.87,f,1,1,Zuid,52.35862,4.88608,Entire home/apt,2,1,2,10,$109.00,3,1125,t,2,2,2,2,19,2,0,4.83,t,0.25,,$54.5,$327,6%,13%,15%,$4.99,0.005479452054794521,569.2191780821918
346,3225605,0.21000000000000002,f,1,1,De Pijp - Rivierenbuurt,52.35678,4.9056,Entire home/apt,4,4,4,19,$516.00,3,14,t,3,3,3,3,40,2,1,4.36,f,0.42,,$129,$1548,8%,13%,26%,$10.99,0.00821917808219178,2581.794520547945
347,3229172,,f,1,1,Bos en Lommer,52.37805,4.85454,Entire home/apt,2,1,3,2,$80.00,3,7,t,0,0,0,0,145,0,0,4.87,f,1.53,,$40,$240,4%,13%,17%,$4.99,0.0,400.0
348,3235970,0.43000000000000005,f,4,4,Centrum-Oost,52.37113,4.91338,Entire home/apt,4,1,4,2,$220.00,3,365,t,0,5,16,274,153,25,4,4.48,t,1.65,,$55,$660,7%,23%,25%,$4.99,0.7506849315068493,1110.3424657534247
349,3244143,,f,1,1,Oostelijk Havengebied - Indische Buurt,52.3661,4.94138,Entire home/apt,4,1,2,6,$80.00,3,1125,t,0,0,0,0,46,0,0,4.89,f,0.47,,$20,$240,5%,11%,16%,$4.99,0.0,411.13698630136986
350,3254077,0.0,f,1,1,De Baarsjes - Oud-West,52.36758,4.85489,Entire home/apt,2,1,1,5,$100.00,30,30,t,0,0,0,0,39,0,0,4.92,f,0.4,,$50,$3000,7%,14%,17%,$4.99,0.0,500.0
351,3260866,0.59,f,1,1,Osdorp,52.35969,4.79162,Entire home/apt,4,2,2,14,$250.00,3,1125,t,20,50,80,355,24,6,2,4.54,f,0.34,,$62.5,$750,10%,26%,20%,$4.99,0.9726027397260274,1250.0
352,3261562,0.07,f,1,1,Oostelijk Havengebied - Indische Buurt,52.36306,4.93611,Entire home/apt,2,1,1,5,$99.00,4,1125,t,3,4,5,114,56,2,0,4.95,f,0.66,,$49.5,$396,4%,9%,16%,$4.99,0.31232876712328766,499.1095890410959
353,3277053,,f,1,1,Centrum-West,52.38169,4.88362,Entire home/apt,4,3,4,1,$200.00,4,1125,t,0,0,0,0,26,0,0,4.3,f,0.27,,$50,$800,9%,19%,22%,$4.99,0.0,1390.3972602739725
354,3280939,0.22999999999999998,f,1,1,Zuid,52.35396,4.87842,Entire home/apt,5,3,4,11,$345.00,4,4,t,0,1,20,21,43,7,1,4.86,f,0.46,,$69,$1380,13%,23%,19%,$4.99,0.057534246575342465,1806.3013698630136
355,3282245,0.64,f,1,1,Oud-Noord,52.3867,4.91677,Entire home/apt,2,1,1,3,$99.00,7,1125,t,0,0,0,0,59,2,1,4.86,t,0.61,,$49.5,$693,4%,13%,14%,$4.99,0.0,495.0
356,3285009,0.9,f,1,1,De Pijp - Rivierenbuurt,52.35127,4.89384,Private room,2,1,1,4,$90.00,3,14,t,3,3,3,150,257,20,1,4.6,f,2.66,,$45,$270,6%,12%,14%,$4.99,0.410958904109589,420.972602739726
357,3285500,1.0,f,1,1,Oud-Oost,52.35884,4.93462,Entire home/apt,4,2,2,2,$225.00,5,30,t,0,12,13,13,15,0,0,4.73,t,0.26,,$56.25,$1125,7%,19%,25%,$4.99,0.03561643835616438,1125.0
358,3308196,0.95,f,1,1,Oud-Noord,52.38777,4.94446,Entire home/apt,4,3,3,3,$175.00,3,19,t,0,7,9,9,13,0,0,4.77,f,0.16,,$43.75,$525,7%,16%,22%,$4.99,0.024657534246575342,904.5068493150685
359,3322840,0.0,f,1,1,Zuid,52.35685,4.87343,Entire home/apt,4,3,5,19,$399.00,4,4,t,0,0,0,1,36,4,1,4.72,f,0.38,,$99.75,$1596,11%,6%,30%,$4.99,0.0027397260273972603,1995.0
360,3332424,0.02,f,1,1,Centrum-West,52.36815,4.88225,Entire home/apt,6,5,6,30,$795.00,5,14,t,0,0,0,0,10,0,0,4.78,f,0.1,,$132.5,$3975,13%,17%,22%,$10.99,0.0,3975.0
361,3352657,,f,1,1,Bos en Lommer,52.3757,4.85931,Entire home/apt,2,1,1,5,$137.00,4,24,t,0,0,0,0,36,0,0,4.92,f,0.37,,$68.5,$548,8%,18%,18%,$4.99,0.0,685.6164383561644
362,3368163,,f,1,1,Centrum-Oost,52.36145,4.88552,Entire home/apt,2,1,1,7,$200.00,3,14,t,0,0,0,0,13,0,0,4.92,f,0.14,,$100,$600,11%,18%,18%,$4.99,0.0,1000.0
363,3383368,,f,1,1,De Baarsjes - Oud-West,52.36901,4.86852,Entire home/apt,2,1,1,4,$110.00,7,30,t,0,0,0,0,37,0,0,4.92,f,0.41,,$55,$770,7%,15%,21%,$4.99,0.0,550.0
364,3388684,,f,1,1,De Baarsjes - Oud-West,52.36203,4.85018,Entire home/apt,4,2,2,4,$150.00,5,31,t,0,0,0,0,32,4,1,4.67,f,0.33,,$37.5,$750,6%,15%,16%,$4.99,0.0,750.0
365,3388764,1.0,t,1,1,De Pijp - Rivierenbuurt,52.34718,4.88952,Private room,2,1,1,1,$93.00,3,60,t,6,9,9,9,59,18,4,4.93,t,0.73,,$46.5,$279,4%,12%,16%,$4.99,0.024657534246575342,418.7671232876712
366,3389300,0.95,f,1,1,De Pijp - Rivierenbuurt,52.35206,4.89746,Entire home/apt,2,1,1,4,$135.00,6,32,t,0,0,0,0,85,7,1,4.89,f,0.88,,$67.5,$810,7%,19%,17%,$4.99,0.0,737.8082191780821
367,3407896,0.29,f,1,1,Westerpark,52.37418,4.86866,Entire home/apt,4,2,2,6,$160.00,3,6,t,0,0,0,0,27,0,0,4.54,f,0.28,,$40,$480,8%,19%,18%,$4.99,0.0,757.7397260273973
368,3413219,0.0,f,1,1,Watergraafsmeer,52.35629,4.94228,Entire home/apt,4,2,2,5,$150.00,5,1125,t,0,0,0,0,1,0,0,5.0,f,0.01,,$37.5,$750,8%,11%,24%,$4.99,0.0,750.0
369,3430456,0.5,f,1,1,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,2,1,1,5,$90.00,6,1125,t,0,0,0,0,30,0,0,4.57,f,0.32,,$45,$540,5%,13%,15%,$4.99,0.0,480.2054794520548
370,3432883,,f,1,1,Zuid,52.34759,4.86044,Entire home/apt,4,2,2,15,$300.00,5,14,t,0,0,0,0,12,0,0,5.0,f,0.13,,$75,$1500,11%,23%,25%,$4.99,0.0,1374.6575342465753
371,3436527,,f,1,1,IJburg - Zeeburgereiland,52.35542,4.9981,Entire home/apt,4,4,5,2,$150.00,3,1125,t,0,0,0,0,3,0,0,5.0,t,0.05,,$37.5,$450,6%,13%,21%,$4.99,0.0,750.0
372,3459981,1.0,f,1,1,De Baarsjes - Oud-West,52.36347,4.87314,Entire home/apt,4,3,3,5,$245.00,3,21,t,2,5,13,21,41,3,1,4.98,f,0.43,,$61.25,$735,7%,21%,25%,$4.99,0.057534246575342465,1235.6849315068494
373,3461086,0.44,f,2,2,Centrum-Oost,52.37296,4.90789,Entire home/apt,4,2,2,11,$189.00,3,1125,t,0,0,0,0,78,9,0,4.79,f,0.82,,$47.25,$567,8%,11%,20%,$4.99,0.0,945.0
374,3492282,0.2,f,1,1,De Baarsjes - Oud-West,52.36682,4.87356,Entire home/apt,2,1,1,9,$80.00,5,1125,t,1,8,10,18,40,1,1,4.78,f,0.42,,$40,$400,4%,12%,15%,$4.99,0.049315068493150684,400.0
375,3500433,0.9500000000000001,f,1,1,De Baarsjes - Oud-West,52.36604,4.86711,Entire home/apt,4,1,1,12,$479.00,3,21,t,11,30,57,171,66,9,1,4.79,t,0.71,,$119.75,$1437,13%,20%,39%,$10.99,0.4684931506849315,1737.0684931506848
376,3501084,0.030000000000000027,f,1,1,Centrum-West,52.37995,4.88577,Entire home/apt,4,2,2,5,$250.00,3,6,t,10,10,10,70,65,6,0,4.74,f,0.68,,$62.5,$750,17%,28%,23%,$4.99,0.1917808219178082,1266.4383561643835
377,3504128,0.1,f,1,1,Oud-Oost,52.35677,4.91537,Entire home/apt,2,1,1,12,$250.00,4,1125,t,7,24,54,75,30,2,0,4.75,f,0.32,,$125,$1000,8%,6%,28%,$4.99,0.2054794520547945,1250.0
378,3505002,0.49000000000000005,f,1,1,Zuid,52.35082,4.87572,Entire home/apt,4,3,4,8,$200.00,5,30,t,0,0,0,0,12,1,0,4.83,f,0.14,,$50,$1000,9%,13%,20%,$4.99,0.0,1000.0
379,3508800,0.8300000000000001,f,1,1,Watergraafsmeer,52.3331,4.903,Private room,2,1,1,4,$65.00,5,180,t,0,3,23,195,548,3,0,4.3100000000000005,f,5.72,,$32.5,$325,6%,12%,16%,$2.99,0.5342465753424658,278.3972602739726
380,3519739,,f,1,1,Westerpark,52.39041,4.87507,Entire home/apt,2,1,2,6,$90.00,4,30,t,0,0,0,0,16,0,0,4.56,f,0.17,,$45,$360,6%,13%,16%,$4.99,0.0,450.0
381,3565477,0.64,f,1,1,Westerpark,52.39097,4.8777,Entire home/apt,4,2,3,9,$186.00,3,14,t,0,4,4,28,62,3,3,4.92,f,0.67,,$46.5,$558,7%,21%,20%,$4.99,0.07671232876712329,928.4931506849315
382,3577411,,f,1,1,Centrum-West,52.37544,4.87964,Entire home/apt,2,1,1,6,$225.00,4,10,t,0,0,0,0,2,0,0,5.0,t,0.02,,$112.5,$900,11%,29%,22%,$4.99,0.0,1125.0
383,3590060,0.5900000000000001,f,1,1,Centrum-Oost,52.36908,4.90657,Entire home/apt,4,2,4,11,$250.00,5,31,t,0,0,0,1,9,2,1,4.89,f,0.15,,$62.5,$1250,9%,10%,31%,$4.99,0.0027397260273972603,1250.0
384,3604547,0.78,f,1,1,Westerpark,52.37479,4.87261,Entire home/apt,2,1,1,18,$245.00,5,1125,t,0,0,0,156,28,5,2,4.93,f,0.4,,$122.5,$1225,7%,15%,25%,$4.99,0.4273972602739726,1225.0
385,3620791,,f,0,0,Westerpark,52.38329,4.87189,Entire home/apt,3,1,1,5,$138.00,3,30,t,0,0,0,0,11,0,0,4.67,f,0.12,,$46,$414,6%,12%,18%,$4.99,0.0,690.0
386,3690880,0.8200000000000001,t,2,2,Centrum-Oost,52.36829,4.92378,Private room,2,1,1,2,$150.00,3,1125,t,6,12,28,110,352,25,4,4.93,f,3.72,,$75,$450,7%,20%,14%,$4.99,0.3013698630136986,665.4109589041096
387,3696035,0.0,f,1,1,Oud-Noord,52.39729,4.91497,Entire home/apt,4,2,3,6,$145.00,3,21,t,0,3,3,143,13,2,0,4.83,f,0.16,,$36.25,$435,7%,13%,17%,$4.99,0.3917808219178082,725.0
388,3698780,0.16999999999999998,f,1,1,De Pijp - Rivierenbuurt,52.34176,4.89855,Entire home/apt,4,3,7,3,$154.00,3,60,t,0,0,8,8,19,2,0,4.72,f,0.2,,$38.5,$462,6%,20%,19%,$4.99,0.021917808219178082,770.0
389,3700218,1.0,f,1,1,Noord-West,52.41704,4.8996,Private room,2,1,1,1,$75.00,3,1125,t,2,2,2,2,150,10,3,4.83,f,1.57,,$37.5,$225,5%,13%,16%,$4.99,0.005479452054794521,375.0
390,3708105,0.25,f,0,0,De Baarsjes - Oud-West,52.37075,4.87471,Entire home/apt,4,2,4,4,$138.00,5,1125,t,0,0,0,155,62,1,0,4.67,f,0.66,,$34.5,$690,7%,14%,17%,$4.99,0.4246575342465753,713.5342465753424
391,3722301,1.0,t,1,1,Centrum-Oost,52.36342,4.88956,Entire home/apt,4,2,4,12,$379.00,2,1124,t,1,3,10,200,183,29,4,4.98,t,2.48,,$94.75,$758,10%,18%,21%,$4.99,0.547945205479452,1876.0958904109589
392,3724060,0.73,f,1,1,De Baarsjes - Oud-West,52.37131,4.87306,Entire home/apt,2,1,1,8,$211.00,3,7,t,0,1,1,199,72,11,1,4.93,f,0.76,,$105.5,$633,14%,13%,16%,$4.99,0.5452054794520548,1411.5753424657535
393,3758059,0.69,f,0,0,De Pijp - Rivierenbuurt,52.34751,4.89073,Entire home/apt,4,2,4,5,$115.00,7,365,t,0,0,0,0,38,3,0,4.57,f,0.47,,$28.75,$805,7%,9%,19%,$4.99,0.0,575.0
394,3763507,1.0,t,1,1,Centrum-West,52.38371,4.89072,Private room,2,1,1,4,$136.00,3,31,t,3,7,14,49,31,17,4,5.0,t,0.47,,$68,$408,4%,6%,19%,$4.99,0.13424657534246576,655.2054794520548
395,3763895,1.0,t,2,2,De Baarsjes - Oud-West,52.3619,4.86415,Private room,2,1,1,2,$76.00,3,13,t,2,3,10,13,293,37,2,4.75,t,3.07,,$38,$228,5%,11%,15%,$4.99,0.03561643835616438,384.6849315068493
396,3781388,1.0,f,0,0,Westerpark,52.376488,4.876391,Entire home/apt,6,4,3,20,$600.00,3,365,t,9,23,38,222,0,0,0,,t,,,$100,$1800,12%,28%,20%,$10.99,0.6082191780821918,3750.0
397,3793956,0.0,f,1,1,Westerpark,52.38234,4.8794,Entire home/apt,4,4,3,17,$525.00,3,10,t,0,10,20,51,10,0,0,4.46,t,0.11,,$131.25,$1575,12%,16%,24%,$10.99,0.13972602739726028,2627.7123287671234
398,3804795,0.33,f,1,1,De Baarsjes - Oud-West,52.36202,4.86377,Entire home/apt,2,1,1,10,$279.00,5,60,t,0,0,0,143,17,1,1,5.0,f,0.18,,$139.5,$1395,10%,15%,30%,$4.99,0.3917808219178082,1398.7260273972602
399,3829648,0.79,f,1,1,Centrum-West,52.37385,4.88359,Entire home/apt,4,2,5,20,$489.00,7,150,t,4,6,10,146,14,2,0,4.58,t,0.15,,$122.25,$3423,11%,18%,30%,$10.99,0.4,3296.698630136986
400,3840321,1.0,t,1,1,Oud-Oost,52.35772,4.90668,Private room,2,1,1,5,$75.00,4,14,t,4,4,4,19,400,29,2,4.9,f,4.21,,$37.5,$300,5%,11%,16%,$4.99,0.052054794520547946,377.32876712328766
401,3841266,0.5,f,1,1,De Baarsjes - Oud-West,52.36112,4.86083,Entire home/apt,2,1,1,12,$300.00,18,1125,t,5,33,33,33,34,3,0,4.97,f,0.36,,$150,$5400,5%,12%,13%,$4.99,0.09041095890410959,1500.0
402,3853993,0.1,f,1,1,Oud-Noord,52.3863,4.92014,Entire home/apt,4,2,2,7,$125.00,3,1125,t,0,0,2,2,50,3,1,4.76,f,0.54,,$31.25,$375,7%,8%,17%,$4.99,0.005479452054794521,730.4794520547945
403,3856186,0.32999999999999996,f,1,1,Centrum-West,52.38789,4.88825,Entire home/apt,4,2,2,12,$275.00,5,30,t,4,4,4,159,26,6,1,4.96,f,0.41,,$68.75,$1375,14%,23%,30%,$4.99,0.43561643835616437,1471.123287671233
404,3856777,1.0,f,1,1,De Baarsjes - Oud-West,52.36454,4.87213,Entire home/apt,2,1,1,13,$222.00,5,1125,t,1,1,1,41,41,0,0,4.88,f,0.43,,$111,$1110,6%,16%,19%,$4.99,0.11232876712328767,1115.8219178082193
405,3879930,0.030000000000000027,f,2,2,Centrum-Oost,52.37171,4.93199,Entire home/apt,4,3,3,13,$325.00,3,14,t,1,3,3,16,59,4,2,4.9,f,0.63,,$81.25,$975,9%,29%,24%,$4.99,0.043835616438356165,1625.0
406,3911407,0.5599999999999999,t,1,1,Centrum-West,52.37943,4.89126,Entire home/apt,4,1,2,6,$192.00,7,1125,t,13,16,24,191,67,12,1,4.93,f,0.76,,$48,$1344,7%,17%,21%,$4.99,0.5232876712328767,825.6986301369863
407,3917964,0.27,f,1,1,Oud-Oost,52.35926,4.92586,Entire home/apt,2,1,2,11,$296.00,3,1125,t,20,40,70,345,45,1,0,4.88,f,0.49,,$148,$888,12%,29%,18%,$4.99,0.9452054794520548,1481.986301369863
408,3926355,1.0,f,2,2,Oostelijk Havengebied - Indische Buurt,52.3711,4.94023,Private room,4,2,3,8,$189.00,3,1125,t,2,5,10,87,162,23,7,4.72,t,1.71,,$47.25,$567,10%,18%,16%,$4.99,0.23835616438356164,1037.6438356164383
409,3929712,1.0,t,2,2,Centrum-West,52.3773,4.89475,Private room,2,1,1,8,$87.00,3,40,t,1,3,4,90,522,51,3,4.89,f,5.51,,$43.5,$261,4%,15%,15%,$4.99,0.2465753424657534,477.5342465753425
410,3934811,,f,1,1,Bos en Lommer,52.37838,4.86084,Entire home/apt,2,1,1,5,$85.00,5,90,t,0,0,0,0,12,0,0,4.75,f,0.13,,$42.5,$425,5%,13%,15%,$4.99,0.0,425.0
411,3938749,0.25,f,1,1,Buitenveldert - Zuidas,52.32487,4.85825,Entire home/apt,2,1,1,7,$110.00,3,1125,t,0,0,0,2,62,2,0,4.83,f,0.68,,$55,$330,7%,16%,16%,$4.99,0.005479452054794521,550.0
412,3955896,0.0,f,1,1,De Baarsjes - Oud-West,52.35986,4.86332,Entire home/apt,2,2,1,4,$106.00,2,1125,t,0,0,0,21,76,0,0,4.8,f,0.82,,$53,$212,7%,13%,17%,$4.99,0.057534246575342465,528.4931506849315
413,3974283,0.47,f,0,0,De Pijp - Rivierenbuurt,52.34998,4.89492,Entire home/apt,2,1,1,5,$125.00,3,1125,t,0,0,0,155,41,5,3,4.92,f,0.44,,$62.5,$375,6%,19%,15%,$4.99,0.4246575342465753,625.0
414,3982031,1.0,t,1,1,Centrum-Oost,52.36239,4.89859,Entire home/apt,2,1,1,7,$137.00,5,1125,t,4,14,22,83,141,26,4,4.93,f,1.52,,$68.5,$685,6%,17%,13%,$4.99,0.2273972602739726,685.7534246575342
415,4011762,0.33,t,18,18,Centrum-West,52.38364,4.88563,Entire home/apt,6,3,3,9,$225.00,7,180,t,6,13,16,230,49,8,2,4.67,f,0.52,,$37.5,$1575,9%,22%,18%,$4.99,0.6301369863013698,892.8082191780821
416,4029316,0.36,f,1,1,Zuid,52.35098,4.8861,Entire home/apt,2,1,1,7,$153.00,7,90,t,0,0,0,0,33,1,0,4.81,f,0.42,,$76.5,$1071,7%,19%,22%,$4.99,0.0,764.2465753424658
417,4035170,1.0,t,1,1,Centrum-West,52.3778,4.88626,Entire home/apt,4,1,2,9,$240.00,3,365,t,1,1,3,175,62,13,0,4.9,t,0.66,,$60,$720,9%,14%,21%,$4.99,0.4794520547945205,1204.86301369863
418,4043288,0.94,t,4,4,Centrum-West,52.37808,4.89456,Private room,1,1,1,1,$82.00,3,300,t,0,0,0,0,106,5,0,4.56,t,1.13,,$82,$246,6%,12%,14%,$4.99,0.0,409.24657534246575
419,4057394,0.0,f,1,1,Centrum-Oost,52.36706,4.92487,Entire home/apt,4,2,2,10,$157.00,10,30,t,0,0,1,35,7,0,0,4.83,f,0.08,,$39.25,$1570,6%,18%,22%,$4.99,0.0958904109589041,785.6164383561644
